source_name,filename,file_owner,ra_deg,dec_deg,l_deg,b_deg,time_utc,time_mjd,size_gb,fres_khz,tsamp,tobs_min,npol
Crab_2021-06-16_8bit,/mnt/ucc4_data1/data/patrickk/Crab_2021-06-16_8bit.fil,root,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error
Crab_2022-06-14,/mnt/ucc4_data1/data/patrickk/Crab_2022-06-14.fil,patrickk,83.63333333333334,22.014472222222224,184.5576061682724,-5.784175806677177,2022-06-14T11:29:59.999,59744.47916665271,158.45,-24.41406,0.00065536,118.99896490666667,1
Crab_2021-06-16,/mnt/ucc4_data1/data/patrickk/Crab_2021-06-16.fil,patrickk,83.63333333333334,22.014472222222224,184.5576061682724,-5.784175806677177,2021-06-16T11:00:00.001,59381.45833334157,118.5,-24.41406,0.00065536,88.99892701866666,1
Crab_2022-04-12_8bit,/mnt/ucc4_data1/data/patrickk/Crab_2022-04-12_8bit.fil,root,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error
Crab_2022-06-14_8bit,/mnt/ucc4_data1/data/patrickk/Crab_2022-06-14_8bit.fil,root,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error
Crab_2022-06-17_8bit,/mnt/ucc4_data1/data/patrickk/Crab_2022-06-17_8bit.fil,root,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error
Crab_2022-03-09_8bit,/mnt/ucc4_data1/data/patrickk/Crab_2022-03-09_8bit.fil,root,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error,hdr error
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3016.83113984_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:50:16.159,59205.65990924495,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2941.77210368_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:49:01.100,59205.6590405061,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2092.97342464_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:34:52.300,59205.64921643973,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3032.989696_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:50:32.317,59205.66009626527,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3422.73753088_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:57:02.065,59205.66460723558,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3333.80386816_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:55:33.131,59205.66357791078,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA252.79594496_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:04:12.124,59205.627918096856,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA106.71489024_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:01:46.043,59205.626227343906,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA480.86515712_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:08:00.193,59205.63055778681,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1874.1415116800001_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:31:13.469,59205.646683670544,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1013.81111808_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:16:53.139,59205.63672614284,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1370.6605363200001_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:22:49.988,59205.64085634444,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1159.8987264_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:19:19.226,59205.63841696405,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2314.11482624_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:38:33.442,59205.65177595428,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3097.65210112_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:51:36.980,59205.66084467273,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3154.23653888_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:52:33.564,59205.66149958521,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1782.92588544_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:29:42.254,59205.64562793413,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA759.18999552_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:12:38.518,59205.633779139105,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1334.85297664_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:22:14.180,59205.64044189751,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1163.35837184_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:19:22.685,59205.638457006244,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3472.9590784_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:57:52.287,59205.66518850349,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1851.6312064_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:30:50.959,59205.6464231346,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA876.9568768_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:14:36.285,59205.635142181716,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2012.75015168_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:33:32.078,59205.64828793721,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1012.07703552_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:16:51.405,59205.63670607244,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2287.566848_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:38:06.894,59205.65146867843,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2834.3631872_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:47:13.691,59205.65779734735,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1047.30591232_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:17:26.634,59205.63711381407,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA3200.43679744_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:53:19.764,59205.66203431042,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA150.02894336_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:02:29.357,59205.62672866396,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA155.2121856_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:02:34.540,59205.626788655194,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA126.91898368_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:02:06.247,59205.62646118758,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1809.4758297600001_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:30:08.803,59205.64593522515,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2587.80233728_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:43:07.129,59205.654943626214,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2615.5266867200003_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:43:34.854,59205.655264517474,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA1968.83709952_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:32:48.165,59205.64777968429,0.14,-24.414,0.00065536,0.42168046933333336,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA2269.67093248_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:37:48.998,59205.65126154977,0.14,-24.414,0.00065536,0.421691392,1
J2108+45_2020-12-22T15:00:00_cDM084,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J2108+45/fils/J2108+45_2020-12-22T15:00:00_cDM084.00_P000_pulseTOA498.18304512000003_8bit.fil,obs,317.00416666666666,45.3,87.31508786358636,-1.5619843608824886,2020-12-22T15:08:17.511,59205.63075822533,0.14,-24.414,0.00065536,0.42168046933333336,1
J0054+66_2021-10-13T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-10-13T00:00:00_cDM015.00_P000_pulseTOA1045.48990976_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-10-13T00:17:24.818,59500.01209279825,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2020-09-16T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-09-16T00:00:00_cDM015.00_P000_pulseTOA5002.75_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-09-16T01:23:22.082,59108.0578944688,0.06,-24.41406,0.00032768,0.09280989866666668,1
J0054+66_2020-09-16T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-09-16T00:00:00_cDM015.00_P000_pulseTOA2385.09_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-09-16T00:39:44.422,59108.027597479406,0.06,-24.41406,0.00032768,0.09280989866666668,1
J0054+66_2021-05-29T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-29T05:30:00_cDM015.00_P000_pulseTOA1377.38387456_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-29T05:52:56.712,59363.245100832086,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-06-02T07:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-06-02T07:00:00_cDM015.00_P000_pulseTOA1716.2508697600001_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-06-02T07:28:35.579,59367.31152290913,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-05-29T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-29T05:30:00_cDM015.00_P000_pulseTOA28.89875456_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-29T05:30:28.227,59363.22949336542,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-06-30T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-06-30T05:30:00_cDM015.00_P000_pulseTOA2.998272_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-06-30T05:30:02.327,59395.229193595995,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2020-09-16T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-09-16T00:00:00_cDM015.00_P000_pulseTOA1747.02_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-09-16T00:29:06.352,59108.020212406576,0.06,-24.41406,0.00032768,0.09280989866666668,1
J0054+66_2021-05-29T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-29T05:30:00_cDM015.00_P000_pulseTOA6298.67020288_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-29T07:14:57.998,59363.30206016459,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-09-01T03:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-09-01T03:00:00_cDM015.00_P000_pulseTOA1479.38410496_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-09-01T03:24:38.713,59458.14211473307,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-07-08T07:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-07-08T07:00:00_cDM015.00_P000_pulseTOA875.46200064_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-07-08T07:14:34.790,59403.30179154776,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-01-12T18:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-01-12T18:00:00_cDM015.00_P000_pulseTOA2694.91_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-01-12T18:44:54.237,59226.78118330254,0.03,-24.414,0.00065536,0.09280989866666668,1
J0054+66_2022-08-26T04:00:00_cDM014,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2022-08-26T04:00:00_cDM014.56_P000_pulseTOA2753.15163136_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2022-08-26T04:45:52.473,59817.19852399328,0.03,-24.414,0.00065536,0.09282082133333333,1
J0054+66_2022-07-20T03:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2022-07-20T03:30:00_cDM015.00_P000_pulseTOA405.92408576_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2022-07-20T03:36:45.254,59780.150523767996,0.03,-24.414,0.00065536,0.09282082133333333,1
J0054+66_2021-09-22T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-09-22T00:00:00_cDM015.00_P000_pulseTOA823.70101248_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-09-22T00:13:43.029,59479.00952579748,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-11-30T20:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-11-30T20:30:00_cDM015.00_P000_pulseTOA466.9472768_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-11-30T20:37:46.275,59548.85956336388,0.03,-24.414,0.00065536,0.09280989866666668,1
J0054+66_2020-10-07T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-10-07T00:00:00_cDM015.00_P000_pulseTOA445.734_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-10-07T00:07:25.063,59129.00515118871,0.03,-24.41406,0.00065536,0.09280989866666668,1
J0054+66_2021-08-19T04:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-08-19T04:00:00_cDM015.00_P000_pulseTOA526.72069632_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-08-19T04:08:46.049,59445.17275519102,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2020-09-16T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-09-16T00:00:00_cDM015.00_P000_pulseTOA1442.58_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-09-16T00:24:01.912,59108.01668879603,0.06,-24.41406,0.00032768,0.09280989866666668,1
J0054+66_2021-06-03T06:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-06-03T06:00:00_cDM015.00_P000_pulseTOA905.36804352_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-06-03T06:15:04.697,59368.26047102545,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-01-12T18:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-01-12T18:00:00_cDM015.00_P000_pulseTOA1301.84_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-01-12T18:21:41.167,59226.765059808145,0.03,-24.414,0.00065536,0.09280989866666668,1
J0054+66_2020-12-22T18:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-12-22T18:00:00_cDM015.00_P000_pulseTOA1383.76_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-12-22T18:23:03.087,59205.76600795452,0.03,-24.414,0.00065536,0.09280989866666668,1
J0054+66_2020-09-16T00:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2020-09-16T00:00:00_cDM015.00_P000_pulseTOA2963.4_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2020-09-16T00:49:22.732,59108.03429088196,0.06,-24.41406,0.00032768,0.09280989866666668,1
J0054+66_2021-05-29T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-29T05:30:00_cDM015.00_P000_pulseTOA911.66998528_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-29T05:45:10.998,59363.239710625036,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-07-08T07:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-07-08T07:00:00_cDM015.00_P000_pulseTOA1727.6377497600001_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-07-08T07:28:46.965,59403.31165469301,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2022-06-09T05:00:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2022-06-09T05:00:00_cDM015.00_P000_pulseTOA1677.2694016_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2022-06-09T05:27:56.595,59739.22773837069,0.03,-24.414,0.00065536,0.09280989866666668,1
J0054+66_2021-05-28T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-28T05:30:00_cDM015.00_P000_pulseTOA1885.60244736_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-28T06:01:24.932,59362.250983005746,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-09-15T06:15:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-09-15T06:15:00_cDM015.00_P000_pulseTOA327.30841088_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-09-15T06:21:38.637,59472.26503052456,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-10-15T01:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-10-15T01:30:00_cDM015.00_P000_pulseTOA119.78539008_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-10-15T01:31:59.113,59502.063878625864,0.03,-24.414,0.00065536,0.092798976,1
J0054+66_2021-05-29T05:30:00_cDM015,/mnt/ucc4_data1/data/David/RRATPaperFrozenTest/J0054+66/fils/J0054+66_2021-05-29T05:30:00_cDM015.00_P000_pulseTOA2842.6469376_8bit.fil,obs,13.5,66.83333333333334,123.18451068611459,3.962842289584017,2021-05-29T06:17:21.975,59363.262059895314,0.03,-24.414,0.00065536,0.092798976,1
