Target,Date,MJD,Lane Count,Total Size (GB),Path,Header Path
J2145-0750,2024-01-09 14:59:51,60318.62489583333,4,344.00780570786446,/mnt/ucc1_recording1/data/observations/20240109T073000/20240109145951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
J0826+2637,2024-01-10 01:49:51,60319.07628472222,4,163.45391280110925,/mnt/ucc1_recording1/data/observations/20240109T073000/20240110014951J0826+2637_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J0826+2637.sigprochdr
CHIMERA,2025-03-13 23:24:51,60747.975590277776,4,1376.2472886415198,/mnt/ucc1_recording1/data/observations/20250313T225500/20250313232451CHIMERA,Unknown
Crab,2024-07-09 10:39:51,60500.444340277776,4,194.12294930033386,/mnt/ucc1_recording1/data/observations/20240709T060000/20240709103951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
J2145-0750,2024-07-10 03:59:51,60501.1665625,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240709T060000/20240710035951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
J0030+0451,2024-07-10 05:29:51,60501.2290625,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240709T060000/20240710052951J0030+0451_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J0030+0451.sigprochdr
B0329+54,2024-02-27 18:00:52,60367.75060185185,4,266.6978559680283,/mnt/ucc1_recording1/data/observations/20240227T070000/20240227180052B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
FRB20180301A,2024-02-27 18:29:51,60367.77072916667,4,1354.7956843441352,/mnt/ucc1_recording1/data/observations/20240227T070000/20240227182951FRB20180301A,/mnt/ucc4_data2/data/David/hdrs/mode5/FRB20180301A.sigprochdr
Crab,2024-04-23 15:29:51,60423.64572916667,4,193.62795816455036,/mnt/ucc1_recording1/data/observations/20240423T070000/20240423152951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
TVLM_513-46,2024-04-12 04:07:51,60412.172118055554,4,1017.69367510546,/mnt/ucc1_recording1/data/observations/20240411T080700/20240412040751TVLM_513-46,/mnt/ucc4_data2/data/David/hdrs/mode5/TVLM_513-46.sigprochdr
CR_Draconis,2024-04-12 06:00:51,60412.25059027778,4,1048.8551170527935,/mnt/ucc1_recording1/data/observations/20240411T080700/20240412060051CR_Draconis,Unknown
Crab,2024-04-12 12:59:51,60412.5415625,4,560.4574251351878,/mnt/ucc1_recording1/data/observations/20240411T080700/20240412125951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Crab,2024-07-23 08:59:51,60514.37489583333,4,1209.77332300134,/mnt/ucc1_recording1/data/observations/20240723T060000/20240723085951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Crab,2024-07-24 07:59:51,60515.33322916667,4,1615.233497689478,/mnt/ucc1_recording1/data/observations/20240723T060000/20240724075951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Crab,2024-06-12 10:54:51,60473.45475694444,4,678.6352999247611,/mnt/ucc1_recording1/data/observations/20240612T081500/20240612105451Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
J2145-0750,2024-10-09 21:00:51,60592.87559027778,4,252.78803911525756,/mnt/ucc1_recording1/data/observations/20241009T203100/20241009210051J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
Crab,2024-10-10 05:00:51,60593.208923611106,4,296.093397539109,/mnt/ucc1_recording1/data/observations/20241009T203100/20241010050051Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Crab,2024-08-14 07:59:51,60536.33322916667,4,295.3871314898133,/mnt/ucc1_recording1/data/observations/20240813T224500/20240814075951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Crab,2024-06-25 11:29:51,60486.4790625,4,295.34274198673666,/mnt/ucc1_recording1/data/observations/20240625T060000/20240625112951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
J1022+1001,2024-06-25 16:29:51,60486.68739583333,4,501.53324495162815,/mnt/ucc1_recording1/data/observations/20240625T060000/20240625162951J1022+1001_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J1022+1001.sigprochdr
LOFTS0018,2024-09-25 17:09:51,60578.71517361111,4,74.76595016382635,/mnt/ucc1_recording1/data/observations/20240925T095500/20240925170951LOFTS0018,Unknown
LOFTS0017,2024-09-25 15:48:51,60578.65892361111,4,699.3004163121805,/mnt/ucc1_recording1/data/observations/20240925T095500/20240925154851LOFTS0017,Unknown
ASKAPJ1839,2024-11-11 16:00:51,60625.66725694445,4,603.7877266593277,/mnt/ucc1_recording1/data/observations/20241111T113000/20241111160051ASKAPJ1839,Unknown
ASKAPJ1832,2024-11-11 15:00:51,60625.62559027778,4,615.1622331868857,/mnt/ucc1_recording1/data/observations/20241111T113000/20241111150051ASKAPJ1832,Unknown
J1022+1001,2024-10-06 08:30:51,60589.35475694445,4,509.5440027648583,/mnt/ucc1_recording1/data/observations/20241006T061500/20241006083051J1022+1001_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J1022+1001.sigprochdr
B0329+54,2024-01-17 05:59:52,60326.24990740741,4,249.2444601552561,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117055952B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J1022+1001,2024-01-17 02:59:51,60326.12489583333,4,262.96562757808715,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117025951J1022+1001_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J1022+1001.sigprochdr
B0329+54,2024-01-17 01:59:51,60326.08322916667,4,255.09329192806035,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117015951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 21:59:51,60325.9165625,4,426.73622164223343,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116215951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 03:39:51,60326.15267361111,4,249.28183348942548,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117033951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 09:59:51,60326.4165625,4,140.06921014096588,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117095951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J2145-0750,2024-01-16 11:59:51,60325.49989583333,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116115951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
B0329+54,2024-01-17 07:59:51,60326.33322916667,4,151.63624068628997,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117075951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 06:59:51,60326.2915625,4,291.7419724557549,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117065951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 10:59:51,60326.45822916667,4,402.84638190828264,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117105951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 08:59:51,60326.37489583333,4,293.9931712038815,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117085951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 20:59:51,60325.87489583333,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116205951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 17:59:51,60325.74989583333,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116175951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 22:59:51,60325.95822916667,4,253.47356905415654,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116225951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 15:59:51,60325.6665625,4,262.8361093280837,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116155951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J0034-0534,2024-01-16 15:14:51,60325.6353125,4,210.7160849897191,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116151451J0034-0534_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J0034-0534.sigprochdr
B0329+54,2024-01-16 16:59:51,60325.70822916667,4,116.78403249569237,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116165951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J2145-0750,2024-01-17 11:59:51,60326.49989583333,4,42.7610486196354,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117115951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
B0329+54,2024-01-16 23:59:51,60325.99989583333,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116235951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 18:59:51,60325.7915625,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116185951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 00:59:51,60326.0415625,4,408.4892071932554,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117005951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 19:59:51,60325.83322916667,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116195951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 10:41:59,60325.44582175926,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116104159B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-17 04:59:51,60326.20822916667,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240117045951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-16 10:59:51,60325.45822916667,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20240116T090000/20240116105951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B1946+35,2024-11-21 17:29:51,60635.7290625,4,553.1218275194988,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121172951B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
B1946+35,2024-11-21 15:29:51,60635.64572916667,4,552.2162782875821,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121152951B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
B1946+35,2024-11-21 16:29:51,60635.68739583333,4,551.0883781248704,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121162951B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
B1946+35,2024-11-21 14:52:58,60635.62011574074,4,301.7537747118622,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121145258B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
B1946+35,2024-11-21 19:29:51,60635.81239583333,4,549.9032317930833,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121192951B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
B1946+35,2024-11-21 18:29:51,60635.77072916667,4,550.9065824626014,/mnt/ucc1_recording1/data/observations/20241121T140000/20241121182951B1946+35,/mnt/ucc4_data2/data/David/hdrs/mode5/B1946+35.sigprochdr
Sun357IGNORE_ELEVATION,2024-02-20 15:19:22,60360.638449074075,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/observations/20240220T073000/20240220151922Sun357IGNORE_ELEVATION,Unknown
Sun357IGNORE_ELEVATION,2024-02-21 08:29:22,60361.353726851856,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/observations/20240220T073000/20240221082922Sun357IGNORE_ELEVATION,Unknown
Crab,2024-04-12 13:31:24,60412.563472222224,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/observations/20240412T103600/20240412133124Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
FRB20240318,2024-04-16 21:37:51,60416.90128472222,4,1187.914563513361,/mnt/ucc1_recording1/data/observations/20240415T133000/20240416213751FRB20240318,/mnt/ucc4_data2/data/David/hdrs/mode5/FRB20240318.sigprochdr
FRB20240318,2024-04-16 17:00:51,60416.708923611106,4,329.81817577034235,/mnt/ucc1_recording1/data/observations/20240415T133000/20240416170051FRB20240318,/mnt/ucc4_data2/data/David/hdrs/mode5/FRB20240318.sigprochdr
J2145-0750,2024-10-17 20:00:51,60600.833923611106,4,515.1416766503826,/mnt/ucc1_recording1/data/observations/20241017T173000/20241017200051J2145-0750,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
B0329+54,2024-01-18 07:59:51,60327.33322916667,4,552.000354190357,/mnt/ucc1_recording1/data/observations/20240118T073000/20240118075951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-18 08:59:51,60327.37489583333,4,551.061146043241,/mnt/ucc1_recording1/data/observations/20240118T073000/20240118085951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J2145-0750,2024-01-18 11:59:51,60327.49989583333,4,315.1129400571808,/mnt/ucc1_recording1/data/observations/20240118T073000/20240118115951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
B0329+54,2024-01-18 09:59:51,60327.4165625,4,451.60099124815315,/mnt/ucc1_recording1/data/observations/20240118T073000/20240118095951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
B0329+54,2024-01-18 10:59:51,60327.45822916667,4,132.96183065604419,/mnt/ucc1_recording1/data/observations/20240118T073000/20240118105951B0329+54_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/B0329+54.sigprochdr
J1022+1001,2024-11-18 05:59:51,60632.24989583333,4,1032.384527048096,/mnt/ucc1_recording1/data/observations/20241118T053000/20241118055951J1022+1001_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J1022+1001.sigprochdr
J2145-0750,2024-11-18 17:30:51,60632.72975694445,4,773.6829449739307,/mnt/ucc1_recording1/data/observations/20241118T053000/20241118173051J2145-0750,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
B1133+16,2024-11-19 14:29:51,60633.6040625,4,514.873534090817,/mnt/ucc1_recording1/data/observations/20241119T010000/20241119142951B1133+16,/mnt/ucc4_data2/data/David/hdrs/mode5/B1133+16.sigprochdr
Crab,2024-08-20 07:29:51,60542.31239583333,4,294.73356691841036,/mnt/ucc1_recording1/data/observations/20240820T060000/20240820072951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
Sun357,2024-11-25 11:30:22,60639.479421296295,4,1160.4652138696983,/mnt/ucc1_recording1/data/observations/20241125T110100/20241125113022Sun357,Unknown
J1744-1134,2024-05-28 23:29:51,60458.9790625,4,545.8409670470282,/mnt/ucc1_recording1/data/observations/20240528T060000/20240528232951J1744-1134,/mnt/ucc4_data2/data/David/hdrs/mode5/J1744-1134.sigprochdr
J0030+0451,2024-05-29 06:29:51,60459.27072916667,4,522.1137744747102,/mnt/ucc1_recording1/data/observations/20240528T060000/20240529062951J0030+0451_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J0030+0451.sigprochdr
Crab,2024-05-28 11:59:51,60458.49989583333,4,607.3576820706949,/mnt/ucc1_recording1/data/observations/20240528T060000/20240528115951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
GOTO065054.49+593624.51,2024-10-22 05:59:51,60605.24989583333,4,1051.7803523559123,/mnt/ucc1_recording1/data/observations/20241021T193000/20241022055951GOTO065054.49+593624.51,/mnt/ucc4_data2/data/David/hdrs/mode5/GOTO065054.49+593624.51.sigprochdr
GOTO065054.49+593624.51,2024-10-22 03:59:51,60605.1665625,4,1052.8285284172744,/mnt/ucc1_recording1/data/observations/20241021T193000/20241022035951GOTO065054.49+593624.51,/mnt/ucc4_data2/data/David/hdrs/mode5/GOTO065054.49+593624.51.sigprochdr
J0034-0534,2024-10-21 22:59:51,60604.95822916667,4,380.3870596503839,/mnt/ucc1_recording1/data/observations/20241021T193000/20241021225951J0034-0534_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J0034-0534.sigprochdr
Crab,2024-10-22 03:29:51,60605.14572916667,4,296.04481973685324,/mnt/ucc1_recording1/data/observations/20241021T193000/20241022032951Crab_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/Crab.sigprochdr
J2145-0750,2024-10-21 19:59:51,60604.83322916667,4,385.08002207800746,/mnt/ucc1_recording1/data/observations/20241021T193000/20241021195951J2145-0750_PSR,/mnt/ucc4_data2/data/David/hdrs/mode5/J2145-0750.sigprochdr
Sun357,2025-03-30 10:00:22,60764.416921296295,4,141.47538655158132,/mnt/ucc1_recording1/data/observations/20250330T070100/20250330100022Sun357,Unknown
Sun357,2025-03-30 14:00:22,60764.58358796296,4,4.842877388000488e-08,/mnt/ucc1_recording1/data/observations/20250330T070100/20250330140022Sun357,Unknown
Sun357,2025-03-30 09:00:22,60764.37525462963,4,119.86299772560596,/mnt/ucc1_recording1/data/observations/20250330T070100/20250330090022Sun357,Unknown
